no_of_adults,no_of_children,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,avg_price_per_room,booking_status
2,0,Meal Plan 2,0,Room_Type 1,99,2018,7,18,Online,141.75,0
1,0,Meal Plan 1,0,Room_Type 1,182,2018,10,12,Offline,120,1
2,0,Not Selected,0,Room_Type 1,19,2018,8,20,Online,139,1
1,0,Meal Plan 1,0,Room_Type 1,5,2018,2,24,Corporate,80,0
2,0,Meal Plan 1,0,Room_Type 5,5,2018,10,26,Complementary,0,0
2,0,Meal Plan 1,0,Room_Type 2,224,2018,8,1,Online,86.62,0
2,0,Meal Plan 1,0,Room_Type 1,0,2018,11,30,Corporate,73,0
2,0,Not Selected,1,Room_Type 1,120,2018,5,2,Online,103.5,0
2,1,Meal Plan 1,0,Room_Type 1,44,2018,8,17,Online,152.1,0
2,0,Meal Plan 1,0,Room_Type 1,224,2018,9,4,Online,114.9,1
2,0,Meal Plan 1,0,Room_Type 1,93,2018,7,2,Corporate,84,0
2,0,Meal Plan 1,0,Room_Type 1,11,2018,3,6,Online,90.33,0
2,0,Not Selected,0,Room_Type 1,59,2018,7,3,Online,78.35,0
2,0,Meal Plan 1,0,Room_Type 4,92,2018,3,18,Online,72.49,0
2,0,Meal Plan 1,0,Room_Type 4,76,2018,5,8,Offline,90.95,0
1,0,Meal Plan 1,0,Room_Type 1,10,2018,10,2,Online,149,0
2,0,Not Selected,0,Room_Type 1,16,2018,12,10,Online,67.81,0
2,0,Meal Plan 1,0,Room_Type 1,41,2018,3,31,Online,117.9,0
2,1,Meal Plan 1,0,Room_Type 1,1,2018,3,21,Online,129,0
1,0,Not Selected,0,Room_Type 1,180,2018,10,10,Online,98.1,0
2,0,Not Selected,0,Room_Type 1,211,2018,11,18,Online,67.5,1
2,1,Meal Plan 1,0,Room_Type 1,172,2018,8,1,Online,114.75,1
2,0,Meal Plan 1,0,Room_Type 1,95,2018,6,29,Offline,86.36,0
2,0,Meal Plan 1,0,Room_Type 1,215,2018,8,8,Online,96.3,0
2,0,Meal Plan 1,0,Room_Type 1,104,2018,12,23,Online,71.9,0
2,0,Meal Plan 1,0,Room_Type 2,41,2018,4,30,Online,127.83,0
2,1,Meal Plan 1,0,Room_Type 6,49,2018,12,8,Online,156.6,0
2,0,Meal Plan 1,0,Room_Type 1,130,2018,4,18,Online,84.15,0
2,1,Not Selected,0,Room_Type 1,54,2018,9,9,Offline,121.68,0
2,0,Meal Plan 1,0,Room_Type 1,8,2018,6,30,Online,110.46,0
2,0,Not Selected,0,Room_Type 1,8,2018,8,16,Online,103.69,1
2,0,Not Selected,0,Room_Type 1,0,2018,7,27,Online,154,0
2,0,Meal Plan 1,0,Room_Type 4,54,2018,8,19,Online,149.4,0
2,0,Meal Plan 1,0,Room_Type 1,18,2017,8,30,Online,89,1
2,0,Meal Plan 1,0,Room_Type 1,18,2018,3,17,Online,109,1
2,0,Meal Plan 1,0,Room_Type 1,80,2018,12,3,Offline,75,0
3,0,Meal Plan 1,0,Room_Type 4,52,2018,3,22,Online,131.4,1
2,0,Meal Plan 1,0,Room_Type 6,159,2018,12,22,Online,146.2,0
2,0,Meal Plan 1,0,Room_Type 1,101,2018,5,17,Offline,80.75,0
1,0,Meal Plan 1,0,Room_Type 1,59,2018,3,19,Online,93.5,0
0,2,Meal Plan 1,0,Room_Type 2,9,2018,5,18,Online,119.5,1
3,0,Meal Plan 1,0,Room_Type 4,67,2018,12,4,Online,119,0
3,0,Meal Plan 1,0,Room_Type 4,9,2018,6,17,Online,177,0
2,0,Meal Plan 1,0,Room_Type 1,6,2018,3,10,Online,106.33,0
2,1,Meal Plan 1,0,Room_Type 1,103,2018,7,11,Online,108.34,0
2,0,Not Selected,0,Room_Type 1,39,2018,2,19,Online,75.8,0
2,1,Meal Plan 1,0,Room_Type 1,311,2018,12,30,Online,112.5,1
2,0,Meal Plan 1,0,Room_Type 1,5,2017,8,15,Online,124,0
2,0,Meal Plan 1,0,Room_Type 1,0,2018,3,16,Online,109,0
2,0,Not Selected,0,Room_Type 1,310,2018,12,27,Online,68.57,1
2,0,Not Selected,0,Room_Type 1,23,2018,6,23,Online,89,1
2,0,Meal Plan 1,0,Room_Type 1,8,2018,3,2,Offline,67,0
2,0,Meal Plan 1,0,Room_Type 1,35,2017,11,18,Online,113.4,0
1,0,Meal Plan 2,0,Room_Type 1,377,2018,10,14,Offline,90,1
2,0,Meal Plan 1,0,Room_Type 1,36,2018,2,11,Offline,64,0
2,0,Meal Plan 1,0,Room_Type 1,218,2018,8,13,Online,69.33,1
2,0,Meal Plan 1,0,Room_Type 1,197,2018,8,23,Online,97.02,1
2,2,Meal Plan 1,0,Room_Type 6,228,2018,12,29,Online,136.19,1
1,0,Not Selected,0,Room_Type 1,14,2018,5,31,Online,80.08,0
2,0,Meal Plan 1,0,Room_Type 4,24,2018,9,25,Online,94.86,0
2,0,Meal Plan 1,0,Room_Type 1,53,2018,9,9,Online,135.9,0
2,0,Meal Plan 1,0,Room_Type 1,79,2018,4,30,Online,126.9,1
2,0,Meal Plan 1,0,Room_Type 4,160,2018,6,17,Online,129,1
2,0,Meal Plan 1,0,Room_Type 1,118,2018,6,27,Online,96.3,0
2,0,Not Selected,0,Room_Type 1,30,2018,5,11,Online,116.1,0
2,0,Meal Plan 1,0,Room_Type 1,183,2018,10,20,Online,96.3,0
2,0,Meal Plan 1,0,Room_Type 4,40,2018,12,30,Online,185.28,1
2,0,Meal Plan 1,0,Room_Type 4,111,2018,8,11,Online,127.8,0
2,0,Meal Plan 1,0,Room_Type 1,47,2018,1,31,Online,58.94,0
2,0,Meal Plan 1,0,Room_Type 4,153,2018,9,24,Online,143.1,1
2,0,Meal Plan 1,0,Room_Type 1,20,2018,11,25,Online,104,0
2,0,Meal Plan 1,0,Room_Type 1,53,2018,11,21,Online,88.4,0
2,0,Meal Plan 1,0,Room_Type 1,124,2018,5,9,Offline,80.75,0
2,0,Meal Plan 1,0,Room_Type 4,38,2018,10,11,Online,116.65,0
2,0,Meal Plan 1,0,Room_Type 1,82,2018,7,1,Online,114.3,0
2,0,Meal Plan 1,0,Room_Type 2,233,2018,8,17,Online,81.81,1
1,0,Meal Plan 1,0,Room_Type 1,66,2018,11,3,Online,93.6,0
2,0,Meal Plan 2,0,Room_Type 1,107,2018,7,11,Online,141,1
3,0,Meal Plan 1,0,Room_Type 7,71,2018,10,15,Complementary,0,0
2,0,Meal Plan 1,0,Room_Type 1,112,2017,7,22,Online,76.5,1
3,0,Meal Plan 1,0,Room_Type 1,30,2018,11,30,Offline,98.1,0
1,0,Meal Plan 1,0,Room_Type 1,116,2018,2,28,Offline,85,0
2,0,Meal Plan 1,0,Room_Type 1,5,2018,3,14,Online,109,0
2,0,Meal Plan 1,0,Room_Type 1,3,2017,11,5,Online,107,0
2,2,Meal Plan 1,0,Room_Type 6,125,2018,9,2,Online,210.6,1
2,0,Meal Plan 1,0,Room_Type 1,105,2018,10,12,Offline,75,1
3,0,Meal Plan 1,0,Room_Type 4,38,2018,8,19,Online,151.47,1
2,1,Meal Plan 1,1,Room_Type 1,91,2018,8,3,Online,148.5,0
2,1,Meal Plan 1,0,Room_Type 1,119,2018,12,24,Online,109.8,1
2,2,Meal Plan 1,0,Room_Type 6,22,2017,12,27,Online,177,0
2,0,Meal Plan 1,0,Room_Type 1,1,2018,10,16,Online,156,0
2,0,Meal Plan 1,0,Room_Type 1,345,2018,12,20,Online,78.3,1
2,0,Not Selected,0,Room_Type 1,93,2018,5,2,Online,116.1,1
2,0,Meal Plan 1,0,Room_Type 4,163,2018,10,26,Online,104.4,1
2,0,Meal Plan 1,0,Room_Type 1,87,2018,7,11,Offline,72.25,0
2,0,Meal Plan 1,0,Room_Type 4,96,2018,8,11,Offline,82.45,0
2,0,Meal Plan 2,0,Room_Type 4,110,2018,7,3,Offline,118.06,0
2,1,Meal Plan 1,0,Room_Type 1,132,2018,12,8,Online,100.3,1
2,1,Meal Plan 1,0,Room_Type 1,31,2018,8,3,Online,152.1,1
1,0,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Offline,87,1
2,0,Meal Plan 1,0,Room_Type 1,1,2018,2,12,Offline,85,0
2,0,Meal Plan 1,0,Room_Type 4,67,2017,11,20,Online,81.9,0
2,0,Meal Plan 1,0,Room_Type 2,187,2018,9,12,Offline,80.75,0
1,0,Meal Plan 1,0,Room_Type 1,0,2018,11,14,Corporate,95,0
2,0,Meal Plan 2,0,Room_Type 4,9,2018,10,7,Online,243,0
2,0,Not Selected,0,Room_Type 1,252,2018,12,29,Online,53.47,0
2,1,Meal Plan 1,0,Room_Type 1,184,2018,10,4,Online,125.1,1
2,0,Meal Plan 1,0,Room_Type 6,5,2017,10,19,Corporate,90,0
2,0,Meal Plan 1,0,Room_Type 4,28,2018,8,24,Online,149.4,1
2,1,Not Selected,0,Room_Type 1,0,2017,8,7,Online,81,0
2,0,Not Selected,0,Room_Type 1,11,2018,4,15,Online,115,0
1,0,Meal Plan 1,0,Room_Type 1,0,2018,1,7,Offline,45,0
1,0,Meal Plan 1,0,Room_Type 4,9,2018,12,7,Online,114,0
2,0,Meal Plan 1,0,Room_Type 4,22,2018,9,24,Online,159,0
2,0,Meal Plan 1,0,Room_Type 1,51,2017,7,8,Offline,67.5,0
2,1,Meal Plan 1,1,Room_Type 1,37,2018,8,30,Online,135,0
3,0,Meal Plan 1,0,Room_Type 1,155,2018,8,9,Online,115.68,1
3,0,Not Selected,0,Room_Type 1,92,2018,3,30,Online,78.54,0
2,0,Meal Plan 1,0,Room_Type 2,88,2018,5,29,Online,112.01,0
1,0,Meal Plan 1,0,Room_Type 4,123,2018,5,6,Online,126.3,0
2,0,Meal Plan 1,0,Room_Type 1,1,2017,9,22,Online,111.65,0
2,0,Not Selected,0,Room_Type 1,24,2018,9,25,Online,119,1
3,1,Meal Plan 1,0,Room_Type 5,70,2018,4,8,Offline,173.35,0
2,0,Meal Plan 1,0,Room_Type 1,119,2018,6,26,Online,96.3,0
2,0,Meal Plan 1,0,Room_Type 1,190,2018,12,1,Offline,59.16,0
2,0,Meal Plan 1,0,Room_Type 1,146,2018,8,5,Online,114.3,0
2,0,Meal Plan 1,0,Room_Type 1,129,2017,12,29,Offline,47.2,0
2,1,Meal Plan 1,0,Room_Type 1,84,2018,7,15,Online,121.5,0
2,0,Not Selected,0,Room_Type 1,5,2017,12,20,Online,75,0
2,1,Meal Plan 1,0,Room_Type 1,0,2018,6,22,Online,159,0
2,1,Meal Plan 1,0,Room_Type 1,123,2018,8,11,Online,139.5,1
3,0,Meal Plan 1,0,Room_Type 4,160,2018,7,31,Online,141.18,1
1,0,Meal Plan 1,0,Room_Type 1,34,2018,8,30,Online,104.4,0
2,0,Meal Plan 1,0,Room_Type 2,130,2018,2,20,Online,61.25,1
2,0,Meal Plan 1,0,Room_Type 4,17,2018,11,3,Online,130,0
2,0,Meal Plan 1,0,Room_Type 1,10,2018,6,26,Online,100,1
2,0,Meal Plan 1,0,Room_Type 4,32,2018,4,1,Online,131.4,1
2,0,Meal Plan 2,1,Room_Type 1,5,2018,10,28,Online,200.33,0
2,0,Meal Plan 1,0,Room_Type 1,71,2018,8,9,Offline,72.25,0
1,0,Meal Plan 1,0,Room_Type 1,80,2018,4,3,Online,81.9,1
2,0,Meal Plan 1,0,Room_Type 1,88,2018,4,30,Online,126.9,0
2,0,Not Selected,0,Room_Type 4,0,2017,9,18,Online,115,0
2,0,Not Selected,0,Room_Type 1,96,2018,11,2,Online,79.2,0
2,0,Meal Plan 1,0,Room_Type 4,21,2018,6,3,Online,109.23,0
2,0,Meal Plan 1,0,Room_Type 1,47,2018,4,28,Online,88.52,0
2,0,Not Selected,0,Room_Type 1,1,2018,3,22,Online,89,0
2,0,Not Selected,0,Room_Type 1,248,2018,10,24,Online,80.75,1
1,0,Meal Plan 1,0,Room_Type 1,75,2018,10,30,Online,84.96,0
2,0,Not Selected,0,Room_Type 1,65,2018,3,18,Online,94.5,1
2,0,Meal Plan 1,0,Room_Type 4,77,2018,10,10,Offline,99.96,0
2,1,Meal Plan 1,0,Room_Type 1,3,2018,2,5,Online,111,0
2,0,Meal Plan 1,0,Room_Type 4,189,2018,8,20,Online,109.77,1
2,0,Meal Plan 1,0,Room_Type 1,61,2018,7,23,Online,105.3,1
2,1,Meal Plan 1,0,Room_Type 1,84,2018,8,14,Online,134.1,1
2,0,Meal Plan 1,0,Room_Type 1,19,2018,6,22,Corporate,100,0
2,0,Meal Plan 1,0,Room_Type 4,69,2018,9,17,Online,149.4,1
2,0,Meal Plan 1,0,Room_Type 1,12,2018,7,17,Offline,85,1
2,0,Meal Plan 1,0,Room_Type 1,24,2018,2,3,Online,96,1
2,0,Not Selected,0,Room_Type 1,11,2018,2,6,Online,81,0
1,0,Meal Plan 1,0,Room_Type 1,4,2018,5,11,Online,137,0
3,0,Meal Plan 1,0,Room_Type 4,119,2018,8,7,Online,155.7,1
2,0,Not Selected,0,Room_Type 1,117,2018,4,27,Online,82.45,1
2,1,Meal Plan 1,0,Room_Type 1,171,2018,7,15,Online,110.5,1
2,0,Not Selected,0,Room_Type 2,49,2017,12,24,Online,69.52,0
2,2,Not Selected,0,Room_Type 6,10,2017,8,20,Online,153,0
2,2,Meal Plan 1,0,Room_Type 6,67,2018,4,27,Online,185.1,1
2,0,Meal Plan 1,0,Room_Type 1,23,2018,3,26,Online,136,1
2,0,Meal Plan 1,0,Room_Type 4,0,2018,8,10,Online,195,0
2,0,Meal Plan 1,0,Room_Type 1,78,2018,10,18,Offline,80.75,0
3,0,Meal Plan 1,0,Room_Type 4,5,2018,7,12,Online,187,1
2,0,Not Selected,0,Room_Type 1,52,2018,9,9,Online,125.1,0
2,0,Meal Plan 1,0,Room_Type 1,13,2017,8,20,Online,90,0
2,0,Meal Plan 1,0,Room_Type 4,35,2018,6,27,Online,128.4,1
2,0,Not Selected,0,Room_Type 1,7,2017,10,22,Online,114,0
2,1,Meal Plan 1,0,Room_Type 4,3,2017,11,28,Offline,77.6,0
2,0,Meal Plan 1,0,Room_Type 4,93,2018,10,16,Online,129.51,1
2,0,Not Selected,0,Room_Type 1,103,2018,6,15,Online,116.1,1
2,0,Meal Plan 1,0,Room_Type 4,73,2017,12,6,Offline,60,0
1,0,Not Selected,0,Room_Type 1,6,2018,7,19,Online,87.78,1
3,0,Meal Plan 1,0,Room_Type 4,97,2018,8,1,Online,150.3,0
2,0,Meal Plan 1,0,Room_Type 1,33,2018,10,29,Online,90.52,0
1,0,Meal Plan 1,0,Room_Type 1,0,2018,6,21,Online,101.7,0
2,0,Not Selected,0,Room_Type 1,4,2018,10,3,Online,140,0
2,0,Meal Plan 1,0,Room_Type 4,29,2017,10,20,Offline,78.6,0
1,0,Meal Plan 1,0,Room_Type 1,0,2018,2,25,Complementary,0,0
2,0,Meal Plan 1,0,Room_Type 1,30,2018,9,25,Online,117,0
2,0,Not Selected,0,Room_Type 1,93,2018,6,28,Online,103.5,1
1,0,Meal Plan 1,0,Room_Type 4,3,2018,9,18,Aviation,110,0
3,0,Meal Plan 1,0,Room_Type 4,72,2018,12,20,Online,119,0
2,1,Meal Plan 1,0,Room_Type 6,1,2018,2,19,Online,173,0
1,0,Meal Plan 1,0,Room_Type 1,8,2018,4,5,Online,95,0
2,0,Not Selected,0,Room_Type 1,65,2018,3,31,Online,76.93,1
2,0,Not Selected,0,Room_Type 1,49,2018,6,17,Offline,72.25,0
2,0,Meal Plan 1,0,Room_Type 1,273,2018,10,21,Online,76.46,0
2,0,Meal Plan 1,0,Room_Type 1,25,2018,12,27,Offline,65,0
1,0,Meal Plan 1,0,Room_Type 1,29,2018,11,16,Offline,67.5,0
2,0,Meal Plan 1,0,Room_Type 1,86,2017,7,6,Online,76.5,1
1,0,Meal Plan 1,0,Room_Type 1,28,2017,10,19,Offline,77,0
1,0,Meal Plan 1,0,Room_Type 1,131,2018,4,16,Online,81.3,0
2,0,Not Selected,0,Room_Type 1,21,2018,11,28,Online,88,1
3,0,Meal Plan 1,0,Room_Type 4,87,2018,12,16,Online,126,0
2,1,Meal Plan 1,0,Room_Type 1,11,2018,7,25,Online,129.75,0
2,0,Meal Plan 1,0,Room_Type 1,76,2017,10,9,Online,98.25,0
2,0,Meal Plan 1,0,Room_Type 1,0,2018,2,16,Online,79,0
2,0,Not Selected,0,Room_Type 1,87,2018,7,4,Online,103.5,0
2,0,Meal Plan 1,0,Room_Type 4,141,2018,6,30,Online,109.8,1
1,0,Meal Plan 1,0,Room_Type 4,14,2018,9,22,Online,184,0
2,0,Meal Plan 1,0,Room_Type 1,9,2018,10,2,Offline,85,0
2,0,Meal Plan 1,0,Room_Type 1,4,2018,4,15,Online,93.17,0
2,0,Meal Plan 1,0,Room_Type 6,51,2018,10,7,Online,146.92,0
2,1,Not Selected,0,Room_Type 1,113,2018,3,23,Online,68.3,0
2,0,Meal Plan 1,0,Room_Type 1,5,2018,10,7,Online,190,0
2,2,Meal Plan 1,0,Room_Type 6,36,2018,9,24,Online,177.77,0
2,0,Meal Plan 1,0,Room_Type 1,87,2018,8,14,Online,117.9,1
2,0,Meal Plan 1,0,Room_Type 7,190,2018,6,22,Offline,110,1
3,0,Meal Plan 1,0,Room_Type 4,112,2018,8,8,Online,146.7,0
2,0,Meal Plan 1,0,Room_Type 1,43,2018,8,31,Offline,85.5,0
2,0,Meal Plan 1,0,Room_Type 1,188,2018,7,4,Online,90.95,1
3,0,Meal Plan 1,0,Room_Type 1,15,2018,12,27,Offline,81,0
1,0,Meal Plan 2,0,Room_Type 1,2,2017,10,13,Offline,91,0
2,0,Not Selected,0,Room_Type 1,208,2018,8,30,Online,85.5,1
1,0,Meal Plan 1,0,Room_Type 1,7,2018,1,11,Online,73.9,0
2,0,Meal Plan 1,0,Room_Type 4,147,2018,9,18,Online,143.1,0
2,0,Meal Plan 1,1,Room_Type 2,145,2018,8,15,Online,115.32,0
2,0,Meal Plan 1,0,Room_Type 4,80,2018,5,1,Online,140.4,0
2,0,Not Selected,0,Room_Type 1,146,2018,8,14,Online,103.5,1
2,0,Meal Plan 1,0,Room_Type 2,184,2017,10,17,Online,65.29,0
2,0,Meal Plan 1,0,Room_Type 1,40,2018,10,25,Offline,85,0
2,0,Meal Plan 1,0,Room_Type 4,28,2017,10,27,Online,136,0
2,0,Meal Plan 1,0,Room_Type 1,89,2018,4,1,Online,87.3,0
1,0,Meal Plan 1,0,Room_Type 1,124,2018,5,5,Online,99.45,0
2,1,Meal Plan 1,0,Room_Type 1,30,2018,3,13,Offline,85,0
2,0,Meal Plan 1,0,Room_Type 1,298,2018,5,10,Offline,75,1
2,0,Not Selected,0,Room_Type 1,17,2018,9,11,Online,74.1,0
3,0,Meal Plan 1,0,Room_Type 4,8,2018,2,9,Online,130,0
2,0,Not Selected,0,Room_Type 1,205,2018,8,4,Online,80.75,1
1,0,Meal Plan 1,0,Room_Type 1,46,2018,11,6,Online,97.2,0
2,0,Meal Plan 1,0,Room_Type 2,152,2018,6,29,Online,83.83,0
1,2,Meal Plan 2,0,Room_Type 4,9,2018,8,25,Online,176.42,0
2,0,Meal Plan 1,0,Room_Type 1,0,2018,2,18,Online,91,0
2,0,Meal Plan 1,0,Room_Type 1,159,2018,8,7,Online,114.3,1
2,0,Meal Plan 1,0,Room_Type 1,10,2018,10,3,Offline,105,1
2,0,Not Selected,0,Room_Type 1,125,2018,11,16,Online,79.2,0
2,1,Meal Plan 1,0,Room_Type 1,5,2018,3,29,Online,119,0
2,0,Meal Plan 1,0,Room_Type 1,250,2018,7,16,Offline,72.08,0
2,0,Meal Plan 1,0,Room_Type 1,18,2018,6,17,Online,150,1
2,0,Not Selected,1,Room_Type 1,7,2017,8,15,Online,85,0
3,0,Meal Plan 1,0,Room_Type 1,178,2018,8,22,Online,127.93,1
2,2,Meal Plan 1,1,Room_Type 6,54,2018,3,20,Online,180,0
2,0,Not Selected,0,Room_Type 1,47,2018,9,20,Online,125.1,0
2,0,Meal Plan 1,0,Room_Type 1,170,2018,4,23,Offline,70,0
2,0,Not Selected,0,Room_Type 1,24,2018,10,2,Online,129,0
2,0,Meal Plan 1,0,Room_Type 1,157,2017,7,6,Online,76.5,1
2,0,Not Selected,0,Room_Type 1,43,2018,11,16,Online,97,0
2,0,Not Selected,0,Room_Type 1,6,2018,11,22,Online,77.78,1
2,0,Meal Plan 1,0,Room_Type 1,50,2018,9,8,Online,135.9,1
2,0,Meal Plan 1,0,Room_Type 1,35,2017,9,26,Online,166.58,0
2,2,Meal Plan 1,0,Room_Type 6,19,2017,10,21,Offline,174.25,0
2,2,Meal Plan 1,0,Room_Type 6,85,2018,6,30,Online,186.3,1
1,0,Meal Plan 1,0,Room_Type 1,15,2018,10,13,Corporate,65,0
2,0,Meal Plan 1,1,Room_Type 1,37,2018,2,11,Online,89.3,0
2,0,Meal Plan 1,1,Room_Type 1,15,2017,10,15,Online,142.6,0
3,0,Meal Plan 1,0,Room_Type 1,92,2018,11,23,Offline,92.65,0
2,0,Meal Plan 1,0,Room_Type 4,221,2018,8,12,Online,72.75,0
2,0,Meal Plan 1,0,Room_Type 4,8,2017,10,22,Complementary,0,0
2,0,Meal Plan 1,0,Room_Type 4,34,2018,5,8,Offline,96.3,0
1,0,Meal Plan 1,0,Room_Type 4,8,2018,10,28,Aviation,94,0
2,0,Meal Plan 1,0,Room_Type 1,67,2017,11,1,Offline,32.71,0
3,0,Meal Plan 1,0,Room_Type 4,80,2018,7,8,Online,147.9,0
2,0,Meal Plan 1,0,Room_Type 4,186,2018,8,10,Online,118.8,1
2,0,Meal Plan 1,0,Room_Type 1,87,2018,10,6,Online,118.8,0
2,0,Meal Plan 1,0,Room_Type 1,86,2017,11,6,Online,72.25,0
2,0,Meal Plan 1,1,Room_Type 1,4,2018,12,26,Corporate,77,0
1,0,Meal Plan 1,0,Room_Type 4,0,2018,9,27,Corporate,110,0
2,0,Not Selected,0,Room_Type 1,18,2018,1,30,Online,77,0
2,0,Not Selected,0,Room_Type 1,0,2017,9,30,Online,87.78,0
1,0,Meal Plan 1,0,Room_Type 1,1,2017,8,11,Corporate,70,1
2,0,Not Selected,0,Room_Type 1,62,2018,7,18,Online,70.78,0
2,0,Meal Plan 1,0,Room_Type 1,58,2018,8,24,Offline,85,0
3,0,Meal Plan 1,0,Room_Type 4,100,2018,7,3,Online,146.7,0
1,0,Meal Plan 1,0,Room_Type 1,6,2018,9,12,Online,106.4,0
2,0,Meal Plan 1,0,Room_Type 1,38,2017,10,17,Online,105.12,0
2,1,Meal Plan 1,0,Room_Type 4,17,2018,6,13,Online,141,0
2,0,Meal Plan 1,0,Room_Type 1,213,2018,10,17,Online,99.71,0
2,0,Meal Plan 1,0,Room_Type 1,63,2018,12,18,Online,88.4,0
2,0,Meal Plan 1,0,Room_Type 1,84,2018,5,2,Offline,75,0
2,0,Meal Plan 1,0,Room_Type 1,8,2018,1,16,Online,78.3,0
2,0,Meal Plan 1,0,Room_Type 4,112,2018,5,2,Online,107.95,0
2,0,Not Selected,0,Room_Type 1,32,2018,7,8,Online,125.1,0
3,0,Meal Plan 1,0,Room_Type 1,6,2018,3,3,Online,137,1
2,2,Meal Plan 1,0,Room_Type 6,56,2018,7,19,Online,177.3,0
2,0,Not Selected,0,Room_Type 1,63,2018,6,9,Online,109,0
3,0,Meal Plan 1,0,Room_Type 4,55,2018,3,22,Online,131.4,0
2,0,Meal Plan 1,0,Room_Type 1,8,2018,7,2,Online,151,1
1,0,Meal Plan 1,0,Room_Type 1,6,2018,6,14,Online,85.5,1
2,0,Meal Plan 1,0,Room_Type 4,14,2017,10,5,Offline,75,0
2,0,Meal Plan 1,0,Room_Type 1,177,2018,8,2,Online,99.45,0
2,0,Not Selected,0,Room_Type 1,69,2018,4,26,Online,94.5,1
2,0,Meal Plan 1,0,Room_Type 1,111,2018,12,7,Online,85,1
2,0,Meal Plan 1,1,Room_Type 1,11,2018,1,27,Online,102,0
2,0,Meal Plan 1,1,Room_Type 1,66,2018,1,3,Online,106,0
1,0,Meal Plan 1,0,Room_Type 1,155,2018,10,3,Online,113.4,1
1,0,Meal Plan 1,0,Room_Type 1,51,2018,5,22,Corporate,65,0
2,0,Meal Plan 1,0,Room_Type 1,1,2017,9,9,Online,152,0
2,0,Meal Plan 1,0,Room_Type 1,2,2018,2,12,Complementary,2,0
2,1,Meal Plan 1,0,Room_Type 1,33,2018,3,24,Online,143.1,1
2,0,Meal Plan 1,0,Room_Type 1,99,2018,6,29,Online,114.3,0
2,1,Meal Plan 2,0,Room_Type 1,103,2018,9,6,Offline,97.92,0
2,0,Meal Plan 1,0,Room_Type 1,75,2018,4,25,Offline,80.75,0
2,0,Meal Plan 1,0,Room_Type 1,113,2018,6,4,Offline,75,0
2,0,Meal Plan 2,0,Room_Type 1,190,2018,9,8,Online,165.6,1
1,0,Meal Plan 1,0,Room_Type 1,2,2018,10,12,Online,140,0
1,0,Meal Plan 1,0,Room_Type 1,59,2018,8,8,Online,131.4,0
2,0,Meal Plan 1,0,Room_Type 4,157,2018,10,1,Online,132.3,1
2,0,Meal Plan 1,0,Room_Type 1,18,2018,11,11,Online,88.29,0
2,1,Meal Plan 1,0,Room_Type 1,93,2018,7,14,Online,109.35,1
3,0,Meal Plan 1,0,Room_Type 4,50,2018,10,18,Online,158.4,0
2,0,Meal Plan 1,0,Room_Type 1,104,2018,9,2,Online,138.6,0
2,0,Meal Plan 1,0,Room_Type 2,101,2018,8,20,Online,109.83,0
2,0,Meal Plan 1,0,Room_Type 1,195,2018,8,3,Online,99.95,1
2,0,Meal Plan 1,0,Room_Type 1,228,2018,5,6,Online,72.22,1
2,0,Meal Plan 1,0,Room_Type 1,3,2018,1,9,Online,78.3,0
2,0,Meal Plan 1,0,Room_Type 1,5,2018,2,1,Offline,66,0
2,0,Not Selected,0,Room_Type 1,135,2018,6,28,Online,90,0
1,0,Not Selected,0,Room_Type 1,181,2018,10,11,Online,98.1,1
2,0,Meal Plan 1,0,Room_Type 1,18,2018,12,8,Online,91.38,0
2,1,Meal Plan 1,0,Room_Type 1,1,2018,3,28,Online,101,0
2,0,Meal Plan 1,0,Room_Type 1,75,2018,12,3,Offline,75,0
2,0,Meal Plan 1,0,Room_Type 4,5,2018,4,14,Online,138.5,0
2,0,Meal Plan 1,0,Room_Type 1,1,2017,8,11,Online,105,0
2,1,Meal Plan 1,0,Room_Type 1,68,2018,4,11,Offline,90,0
2,0,Meal Plan 1,0,Room_Type 1,42,2018,11,9,Online,133.03,0
2,0,Meal Plan 1,0,Room_Type 1,48,2018,11,3,Offline,112,0
2,0,Meal Plan 1,0,Room_Type 1,4,2018,12,19,Online,81.6,0
2,0,Meal Plan 1,0,Room_Type 1,47,2018,3,20,Offline,85,1
2,0,Not Selected,0,Room_Type 1,75,2018,6,4,Online,89.28,0
2,0,Meal Plan 1,0,Room_Type 1,7,2018,8,16,Online,150,0
2,0,Meal Plan 1,0,Room_Type 4,5,2018,7,1,Online,144,0
2,1,Meal Plan 1,0,Room_Type 1,35,2018,3,2,Online,100.1,1
3,0,Meal Plan 1,0,Room_Type 1,8,2017,9,1,Offline,113,0
2,0,Meal Plan 1,0,Room_Type 1,179,2018,8,22,Online,114.3,1
1,0,Not Selected,0,Room_Type 1,10,2018,9,11,Online,149,1
3,0,Meal Plan 1,0,Room_Type 4,1,2018,2,13,Online,127,0
2,0,Meal Plan 1,0,Room_Type 4,13,2018,1,16,Online,97,0
2,0,Meal Plan 1,0,Room_Type 4,136,2018,5,16,Online,107.95,0
2,0,Meal Plan 1,0,Room_Type 1,223,2017,10,4,Online,89.25,0
3,0,Meal Plan 1,0,Room_Type 4,70,2018,4,4,Online,128.7,0
